title_xpa,extenses_xpa,meaning_xpa
 ～ば形 (ba-form)【JLPT N4 Grammar】,コーヒーみますが、りません,If it is so (conditional form)
" ～ば～ほど(ba,hodo)【JLPT N3 Grammar】",すれする、がになりますよ,"the more〜, the more / 越〜越〜"
" ～ば～ほど(ba,hodo)【JLPT N3 Grammar】",がてつ、あのもっとしておけばよかったとう,"the more〜, the more / 越〜越〜"
" ～ば～ほど(ba,hodo)【JLPT N3 Grammar】",えれえる、わからなくなる,"the more〜, the more / 越〜越〜"
" ～ば～ほど(ba,hodo)【JLPT N3 Grammar】",は、れる、しくなる,"the more〜, the more / 越〜越〜"
" ～ば～ほど(ba,hodo)【JLPT N3 Grammar】",あのをきになれなるしくなる,"the more〜, the more / 越〜越〜"
" ～ば～ほど(ba,hodo)【JLPT N3 Grammar】",はけくになる,"the more〜, the more / 越〜越〜"
" ～ば～ほど(ba,hodo)【JLPT N3 Grammar】",おはあれあるです,"the more〜, the more / 越〜越〜"
" ～ば～ほど(ba,hodo)【JLPT N3 Grammar】",べれべるっていきます,"the more〜, the more / 越〜越〜"
" ～ば～ほど(ba,hodo)【JLPT N3 Grammar】",スポーツは、なをすれするになる,"the more〜, the more / 越〜越〜"
" ～ば～ほど(ba,hodo)【JLPT N3 Grammar】",をえれえる、がみやすくなります,"the more〜, the more / 越〜越〜"
" ～ば～ほど(ba,hodo)【JLPT N3 Grammar】",おはめむくなるとわれています,"the more〜, the more / 越〜越〜"
" ～ば～ほど(ba,hodo)【JLPT N3 Grammar】",テクノロジーがすれする、はバカになっていくともわれています,"the more〜, the more / 越〜越〜"
" ～ば～ほど(ba,hodo)【JLPT N3 Grammar】",れる、にづけます,"the more〜, the more / 越〜越〜"
" ～ば～ほど(ba,hodo)【JLPT N3 Grammar】",はせす、になりますよ,"the more〜, the more / 越〜越〜"
" ～ば～ほど(ba,hodo)【JLPT N3 Grammar】",スルメはめむがてきます,"the more〜, the more / 越〜越〜"
" ～ば～ほど(ba,hodo)【JLPT N3 Grammar】",USBスティックはささいいです,"the more〜, the more / 越〜越〜"
" ～ば～ほど(ba,hodo)【JLPT N3 Grammar】",ハードディスクのは、ききいいです,"the more〜, the more / 越〜越〜"
" ～ば～ほど(ba,hodo)【JLPT N3 Grammar】",ゲームはがい、おもしろいです,"the more〜, the more / 越〜越〜"
" ～ば～ほど(ba,hodo)【JLPT N3 Grammar】",コンビニは、からいです,"the more〜, the more / 越〜越〜"
" ～ば～ほど(ba,hodo)【JLPT N3 Grammar】",A「はいつますか？」B「だといますが、いどいいです,"the more〜, the more / 越〜越〜"
" ～ば～ほど(ba,hodo)【JLPT N3 Grammar】",」 A「どんなにみたいですか？」B「そうですね,"the more〜, the more / 越〜越〜"
" ～ば～ほど(ba,hodo)【JLPT N3 Grammar】",いいいですね,"the more〜, the more / 越〜越〜"
" ～ば～ほど(ba,hodo)【JLPT N3 Grammar】",」、なほうがいいです,"the more〜, the more / 越〜越〜"
" ～ば～ほど(ba,hodo)【JLPT N3 Grammar】",うれしいです,"the more〜, the more / 越〜越〜"
" ～ば～ほど(ba,hodo)【JLPT N3 Grammar】",ケーキのレシピをえてください,"the more〜, the more / 越〜越〜"
" ～ば～ほど(ba,hodo)【JLPT N3 Grammar】",な、いいです,"the more〜, the more / 越〜越〜"
" ～ば～ほど(ba,hodo)【JLPT N3 Grammar】",はがなおいしいです,"the more〜, the more / 越〜越〜"
" ～ば～ほど(ba,hodo)【JLPT N3 Grammar】",パズルがな、できたときうれしいです,"the more〜, the more / 越〜越〜"
" ～ば～ほど(ba,hodo)【JLPT N3 Grammar】",はにててくださいね,"the more〜, the more / 越〜越〜"
" ～ば～ほど(ba,hodo)【JLPT N3 Grammar】",ないいです,"the more〜, the more / 越〜越〜"
 ～ばかり(bakari)【JLPT N4 Grammar】,おをんでいると、をくしますよ,nothing but / 光; 只
 ～ばかり(bakari)【JLPT N4 Grammar】,うちのは、をしないで、んでいます,nothing but / 光; 只
 ～ばかり(bakari)【JLPT N4 Grammar】,ゲームをしていると、がくなるよ,nothing but / 光; 只
 ～ばかり(bakari)【JLPT N4 Grammar】,みはてでした,nothing but / 光; 只
 ～ばかり(bakari)【JLPT N4 Grammar】,みのは、テレビをています,nothing but / 光; 只
 ～ばかり(bakari)【JLPT N4 Grammar】,Youtubeを見ていないで、早くレポートを書かなければいけません,nothing but / 光; 只
 ～ばかり(bakari)【JLPT N4 Grammar】,にても、はをっている,nothing but / 光; 只
 ～ばかり(bakari)【JLPT N4 Grammar】,もっとのでをしめばいいのに,nothing but / 光; 只
 ～ばかり(bakari)【JLPT N4 Grammar】,あなたは、ののにしてですね,nothing but / 光; 只
 ～ばかり(bakari)【JLPT N4 Grammar】,あなたのはどうなんですか,nothing but / 光; 只
 ～ばかり(bakari)【JLPT N4 Grammar】,オフィスでイスにっているとよくありませんよ,nothing but / 光; 只
 ～ばかり(bakari)【JLPT N4 Grammar】,ってストレッチなどをしたほうがいいです,nothing but / 光; 只
 ～ばかり(bakari)【JLPT N4 Grammar】,あのはをれています,nothing but / 光; 只
 ～ばかり(bakari)【JLPT N4 Grammar】,でも、のはです,nothing but / 光; 只
 ～ばかり(bakari)【JLPT N4 Grammar】,はいものべている,nothing but / 光; 只
 ～ばかり(bakari)【JLPT N4 Grammar】,べていないで、もべなさい,nothing but / 光; 只
 ～ばかり(bakari)【JLPT N4 Grammar】,は、のていて、しいはていない,nothing but / 光; 只
 ～ばかり(bakari)【JLPT N4 Grammar】,にはペンあって、ペンがつからない,nothing but / 光; 只
 ～ばかり(bakari)【JLPT N4 Grammar】,あのはいつもってるから、できないよ,nothing but / 光; 只
 ～ばかり(bakari)【JLPT N4 Grammar】,こののメニューはハンバーグだ,nothing but / 光; 只
 ～ばかり(bakari)【JLPT N4 Grammar】,ハンバーグなのかな,nothing but / 光; 只
 ～ばかり(bakari)【JLPT N4 Grammar】,ビールんでいると、るらしいですよ,nothing but / 光; 只
 ～ばかり(bakari)【JLPT N4 Grammar】,うちの親は、におもちゃを買ってあげて、には買ってくれない,nothing but / 光; 只
 ～ばかり(bakari)【JLPT N4 Grammar】,私が持っているは白だから、ピンク色の服もほしいなあ,nothing but / 光; 只
 〜はじめる(hajimeru)【JLPT N4の文法 Grammar】,からうちでをい,start; begin / 开始
 〜はじめる(hajimeru)【JLPT N4の文法 Grammar】,とてもかわいいです,start; begin / 开始
 〜はじめる(hajimeru)【JLPT N4の文法 Grammar】,、日本語のを聞き,start; begin / 开始
 〜はじめる(hajimeru)【JLPT N4の文法 Grammar】,まだしいですが、しいです,start; begin / 开始
 〜はじめる(hajimeru)【JLPT N4の文法 Grammar】,あたまがいので、を飲み,start; begin / 开始
 〜はじめる(hajimeru)【JLPT N4の文法 Grammar】,がいので、はりはじめました,start; begin / 开始
 〜はじめる(hajimeru)【JLPT N4の文法 Grammar】,は、学校から帰ってきて、すぐにテレビを見,start; begin / 开始
 〜はじめる(hajimeru)【JLPT N4の文法 Grammar】,しまえに、おにります,start; begin / 开始
 〜はじめる(hajimeru)【JLPT N4の文法 Grammar】,食べ前に、「いただきます」と言いました,start; begin / 开始
 〜はじめる(hajimeru)【JLPT N4の文法 Grammar】,私は本を読みと、りのが聞こえなくなります,start; begin / 开始
 〜はじめる(hajimeru)【JLPT N4の文法 Grammar】,3月になって、のがき,start; begin / 开始
 〜はじめる(hajimeru)【JLPT N4の文法 Grammar】,のために、サプリメントを飲み,start; begin / 开始
 〜はじめる(hajimeru)【JLPT N4の文法 Grammar】,今年も、インフルエンザがし,start; begin / 开始
 〜はじめる(hajimeru)【JLPT N4の文法 Grammar】,友だちは、からコンビニでき,start; begin / 开始
 〜はじめる(hajimeru)【JLPT N4の文法 Grammar】,の4月から、日本語をい,start; begin / 开始
 〜はじめる(hajimeru)【JLPT N4の文法 Grammar】,が終わったので、クラスメートがり,start; begin / 开始
 ～はず(hazu)【JLPT N4 Grammar】,はがるです,（
 ～はず(hazu)【JLPT N4 Grammar】,でそうってましたから,、その
 ～はず(hazu)【JLPT N4 Grammar】,はすぐるです,の
 ～はず(hazu)【JLPT N4 Grammar】,このは、にぐらいますからね,はプログラミングだと
 ～はず(hazu)【JLPT N4 Grammar】,はもうているです,きましたから。）
 ～はず(hazu)【JLPT N4 Grammar】,がかですから,（
 ～はず(hazu)【JLPT N4 Grammar】,そのはんだですが、えていません,、その
 ～はず(hazu)【JLPT N4 Grammar】,そのはしたですが、れてしまいました,の
 ～はず(hazu)【JLPT N4 Grammar】,あのスーパーはにくです,はプログラミングだと
 ～はず(hazu)【JLPT N4 Grammar】,あのは、はフランスにいるです,きましたから。）
 ～はず(hazu)【JLPT N4 Grammar】,Facebookでをました,（
 ～はず(hazu)【JLPT N4 Grammar】,このボタンをすとがつくです,、その
 ～はず(hazu)【JLPT N4 Grammar】,してみてください,の
 ～はず(hazu)【JLPT N4 Grammar】,しいパーティーになるだったのに、のせいで、つまらなくなった,はプログラミングだと
 ～はず(hazu)【JLPT N4 Grammar】,はルームメイトがでパーティーをするから、です,きましたから。）
 ～はず(hazu)【JLPT N4 Grammar】,はあのスーパーにこう,（
 ～はず(hazu)【JLPT N4 Grammar】,あそこは、たまごがいだよ,、その
 ～はず(hazu)【JLPT N4 Grammar】,このにはをたくさんれたほうがおいしいです,の
 ～はず(hazu)【JLPT N4 Grammar】,はに行かない？はなだから,はプログラミングだと
 ～はず(hazu)【JLPT N4 Grammar】,あのはプログラミングがなだから、においしてみよう,きましたから。）
 ～はず(hazu)【JLPT N4 Grammar】,のは080-1234-5678のです,（
 ～はず(hazu)【JLPT N4 Grammar】,がないけど、今はのです,、その
 ～はず(hazu)【JLPT N4 Grammar】,ぐらいはだったので,の
 ～はず(hazu)【JLPT N4 Grammar】,このドアのは、これのです,はプログラミングだと
 ～はず(hazu)【JLPT N4 Grammar】,してみてください,きましたから。）
 ～はず(hazu)【JLPT N4 Grammar】,キッチンのはこのスイッチのです,（
 ～はず(hazu)【JLPT N4 Grammar】,It should be A; I expect it is A / 应该→ながあって、Aだといます,、その
 ～はず(hazu)【JLPT N4 Grammar】,ex1.)そのはプログラミングがなです,の
 ～はず(hazu)【JLPT N4 Grammar】,（、そののはプログラミングだときましたから,はプログラミングだと
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,あの、あのにきだとえ,ex.)
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,はいなぁ、の、くれ,に、行か
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,、くきれです,。（←
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,におをさなけれ,に行きましたから、いま、
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,してくれません,しています。）
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,ホテルはどこかな、をってくれ,ex.)
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,クリスマスにでいるのはさみしいなぁ,に、行か
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,クリスマスパーティーにけ,。（←
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,みはだなあ,に行きましたから、いま、
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,くにれ,しています。）
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,この、くないなあ,ex.)
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,うをれ,に、行か
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,ドアをノックすれ,。（←
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,にられちゃった,に行きましたから、いま、
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,ドアにをかけれ,しています。）
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,にながってきたよ,ex.)
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,おがいたなあ,に、行か
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,おごはんをってくれ,。（←
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,わぁ、いい！カメラをってくれ,に行きましたから、いま、
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,のように、になれ,しています。）
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,はいつすのかな,ex.)
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,くにメールすれ,に、行か
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,におをさなけれ,。（←
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,にゴキブリがました,に行きましたから、いま、
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,をしておけです,しています。）
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,テストがとてもかったです,ex.)
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,もっとすれね,に、行か
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,USBメモリーがつかりません,。（←
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,の、ちゃんとカバンにれておけです,に行きましたから、いま、
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,iPhoneがれました,しています。）
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,カバーをしておけです,ex.)
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,をすのはだなあ,に、行か
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,ちゃんとをしておけ,。（←
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,わさびはとてもいですね,に行きましたから、いま、
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,おすしにれ,しています。）
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,としています,ex.)
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,あんなことわ,に、行か
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,からがたくさんってきていました,。（←
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,をけです,に行きましたから、いま、
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,さっきいを,しています。）
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,こわくてでられない,ex.)
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,レストランでべぎです,に、行か
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,いま、ちがいです,。（←
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,あのゲームがもうしたいなぁ,に行きましたから、いま、
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,ら,しています。）
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,コーヒーをま,ex.)
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,ぜんぜんられないよ,に、行か
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,おをま,。（←
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,のいはひどい…,に行きましたから、いま、
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,だち「テストのがとてもかったです,しています。）
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,」「もっとすれね,ex.)
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,」 A「あ～、にもういたいなあ,に、行か
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,」B「そう？じゃあ、とれなけれ,。（←
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,」 A「このパソコン、わ,に行きましたから、いま、
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,」B「もうれたんですか,しています。）
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,いですね,ex.)
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,」 I wish I had done A.Aをしたから、いま(regret)しています,に、行か
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,; Aをしなかったから、いましています,。（←
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,ex.)もっとすれ,に行きましたから、いま、
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,（←しませんでしたから、いま、しています,しています。）
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,）ex.)に、行か,ex.)
 ～ばよかった(ba yokatta)【JLPT N3 Grammar】,（←に行きましたから、いま、しています,に、行か
" ～ほうが、～より(hoga, yori)【JLPT N4 Grammar】",バーガーキングの、マクドナルドきです,A is more… than B.
" ～ほうが、～より(hoga, yori)【JLPT N4 Grammar】",このバスの、あのバスくきます,A is more… than B.
" ～ほうが、～より(hoga, yori)【JLPT N4 Grammar】",の、がいいです,A is more… than B.
" ～ほうが、～より(hoga, yori)【JLPT N4 Grammar】",さんの、ジョンさん、がいです,A is more… than B.
" ～ほうが、～より(hoga, yori)【JLPT N4 Grammar】",1の、2がいいです,A is more… than B.
" ～ほうが、～より(hoga, yori)【JLPT N4 Grammar】",の、きいです,A is more… than B.
" ～ほうが、～より(hoga, yori)【JLPT N4 Grammar】",オレンジジュースの、コーラにいいですよ,A is more… than B.
" ～ほうが、～より(hoga, yori)【JLPT N4 Grammar】",こっちのスーパーの、あっちのスーパーより安いですよ,A is more… than B.
" ～ほうが、～より(hoga, yori)【JLPT N4 Grammar】",いいいいですね,A is more… than B.
" ～ほうが、～より(hoga, yori)【JLPT N4 Grammar】",しいしくないいいです,A is more… than B.
" ～ほうが、～より(hoga, yori)【JLPT N4 Grammar】",は、こわい、おもしろいです,A is more… than B.
" ～ほうが、～より(hoga, yori)【JLPT N4 Grammar】",は、からいほうが、べんりです,A is more… than B.
" ～ほうが、～より(hoga, yori)【JLPT N4 Grammar】",コーヒーは、い好きです,A is more… than B.
" ～ほうが、～より(hoga, yori)【JLPT N4 Grammar】",は、いいいです,A is more… than B.
" ～ほうが、～より(hoga, yori)【JLPT N4 Grammar】",テストはないいです,A is more… than B.
" ～ほうが、～より(hoga, yori)【JLPT N4 Grammar】",げる、ういいですよ,A is more… than B.
" ～ほうが、～より(hoga, yori)【JLPT N4 Grammar】",できる、できないいいです,A is more… than B.
" ～ほうが、～より(hoga, yori)【JLPT N4 Grammar】",にく、でするいいですよ,A is more… than B.
" ～ほうが、～より(hoga, yori)【JLPT N4 Grammar】",ベッドる、ソファでる、よくられますよ,A is more… than B.
" ～ほうが、～より(hoga, yori)【JLPT N4 Grammar】",メールをつ、をするいですよ,A is more… than B.
 ほしい(hoshii)【JLPT N5 Grammar】,は、がです,want
 ほしい(hoshii)【JLPT N5 Grammar】,おがです,want
 ほしい(hoshii)【JLPT N5 Grammar】,のがです,want
 ほしい(hoshii)【JLPT N5 Grammar】,がです,want
 ほしい(hoshii)【JLPT N5 Grammar】,しいゲームがです,want
 ほしい(hoshii)【JLPT N5 Grammar】,かわいいがです,want
 ほしい(hoshii)【JLPT N5 Grammar】,きいがです,want
 ほしい(hoshii)【JLPT N5 Grammar】,にがです,want
 ほしい(hoshii)【JLPT N5 Grammar】,のがです,want
 ほしい(hoshii)【JLPT N5 Grammar】,あのギターがです,want
 ほしい(hoshii)【JLPT N5 Grammar】,ものがたくさんあります,want
 ほしい(hoshii)【JLPT N5 Grammar】,クリスマスにがですか,want
 ほしい(hoshii)【JLPT N5 Grammar】,の、にがですか,want
 ほしい(hoshii)【JLPT N5 Grammar】,のライブのチケットがけど、れないんだ,want
 ほしい(hoshii)【JLPT N5 Grammar】,にくためのがなぁ,want
 ほしい(hoshii)【JLPT N5 Grammar】,しいがです,want
 ほしい(hoshii)【JLPT N5 Grammar】,ゆっくりるがです,want
 ほしい(hoshii)【JLPT N5 Grammar】,れないがです,want
 ほしい(hoshii)【JLPT N5 Grammar】,しいがです,want
 ほしい(hoshii)【JLPT N5 Grammar】,しいiPhoneがです,want
 ほしい(hoshii)【JLPT N5 Grammar】,をしてくれるがです,want
 ほしい(hoshii)【JLPT N5 Grammar】,がです,want
 ほしい(hoshii)【JLPT N5 Grammar】,もっとするがです,want
 ほしい(hoshii)【JLPT N5 Grammar】,がです,want
 ほしい(hoshii)【JLPT N5 Grammar】,もっとわかりやすいがです,want
 ほしい(hoshii)【JLPT N5 Grammar】,くなってきたから、しいシャツがです,want
 ほしい(hoshii)【JLPT N5 Grammar】,の、がです,want
 ほしい(hoshii)【JLPT N5 Grammar】,の、ヒーローのがです,want
 ほしい(hoshii)【JLPT N5 Grammar】,の、きいぬいぐるみがです,want
 ほしい(hoshii)【JLPT N5 Grammar】,の、ゲームがです,want
 ほしい(hoshii)【JLPT N5 Grammar】,の、がです,want
 ほしい(hoshii)【JLPT N5 Grammar】,の、がです,want
 ほしい(hoshii)【JLPT N5 Grammar】,の、がです,want
 ほしい(hoshii)【JLPT N5 Grammar】,おが,want
 ほしい(hoshii)【JLPT N5 Grammar】,はアイスクリームが,want
 ほしい(hoshii)【JLPT N5 Grammar】,はべが,want
 ほしい(hoshii)【JLPT N5 Grammar】,たちのチームは、いが,want
 ほしい(hoshii)【JLPT N5 Grammar】,クリスマスにものをもらいました,want
 ほしい(hoshii)【JLPT N5 Grammar】,いものがきじゃありませんでしたから、ハロウィンの、おが,want
 ほしい(hoshii)【JLPT N5 Grammar】,の、ゲームが,want
 ほしい(hoshii)【JLPT N5 Grammar】,の、ぬいぐるみが,want
 ほしい(hoshii)【JLPT N5 Grammar】,の、おが,want
 殆ど（ほとんど）【JLPT N4 Grammar】,ディズニーランドのりには、りました,じゃありませんが、90％ぐらいはAです。
 殆ど（ほとんど）【JLPT N4 Grammar】,のは、んだことがあります,じゃありませんが、90％ぐらいはAです。
 殆ど（ほとんど）【JLPT N4 Grammar】,があるマンガは、っています,じゃありませんが、90％ぐらいはAです。
 殆ど（ほとんど）【JLPT N4 Grammar】,のなところには、きました,じゃありませんが、90％ぐらいはAです。
 殆ど（ほとんど）【JLPT N4 Grammar】,にもにもきました,じゃありませんが、90％ぐらいはAです。
 殆ど（ほとんど）【JLPT N4 Grammar】,たちのクラスは、が生です,じゃありませんが、90％ぐらいはAです。
 殆ど（ほとんど）【JLPT N4 Grammar】,はないです,じゃありませんが、90％ぐらいはAです。
 殆ど（ほとんど）【JLPT N4 Grammar】,しをしますから、のをてました,じゃありませんが、90％ぐらいはAです。
 殆ど（ほとんど）【JLPT N4 Grammar】,えたを、れてしまいました,じゃありませんが、90％ぐらいはAです。
 殆ど（ほとんど）【JLPT N4 Grammar】,でも、しだけえています,じゃありませんが、90％ぐらいはAです。
 殆ど（ほとんど）【JLPT N4 Grammar】,のメニューは、べたことがあります,じゃありませんが、90％ぐらいはAです。
 殆ど（ほとんど）【JLPT N4 Grammar】,ののはめますが、まだらないもあります,じゃありませんが、90％ぐらいはAです。
 殆ど（ほとんど）【JLPT N4 Grammar】,のは、まだかりません,じゃありませんが、90％ぐらいはAです。
 殆ど（ほとんど）【JLPT N4 Grammar】,シャワーをびています,じゃありませんが、90％ぐらいはAです。
 殆ど（ほとんど）【JLPT N4 Grammar】,のは、えました,じゃありませんが、90％ぐらいはAです。
 殆ど（ほとんど）【JLPT N4 Grammar】,じゃありません,じゃありませんが、90％ぐらいはAです。
 殆ど（ほとんど）【JLPT N4 Grammar】,A「はわりましたか,じゃありませんが、90％ぐらいはAです。
 殆ど（ほとんど）【JLPT N4 Grammar】,」B「まだですが、わりました,じゃありませんが、90％ぐらいはAです。
 殆ど（ほとんど）【JLPT N4 Grammar】,」almost; most; mostlyA,じゃありませんが、90％ぐらいはAです。
 殆ど（ほとんど）【JLPT N4 Grammar】,じゃありませんが、90％ぐらいはAです,じゃありませんが、90％ぐらいはAです。
 ～まえに(mae ni)【JLPT N5 Grammar】,る、みがきをれないでね,before /  之前
 ～まえに(mae ni)【JLPT N5 Grammar】,がまる、にをします,before /  之前
 ～まえに(mae ni)【JLPT N5 Grammar】,ごをべる、をみます,before /  之前
 ～まえに(mae ni)【JLPT N5 Grammar】,にる、おをうつもりです,before /  之前
 ～まえに(mae ni)【JLPT N5 Grammar】,、をる、トイレにきます,before /  之前
 ～まえに(mae ni)【JLPT N5 Grammar】,をする、なところにしたい,before /  之前
 ～まえに(mae ni)【JLPT N5 Grammar】,ぬ、もう、あのにいたいなあ,before /  之前
 ～まえに(mae ni)【JLPT N5 Grammar】,がまれる、をえておきましょう,before /  之前
 ～まえに(mae ni)【JLPT N5 Grammar】,ぬ、をいておきます,before /  之前
 ～まえに(mae ni)【JLPT N5 Grammar】,にく、でコーヒーをみます,before /  之前
 ～まえに(mae ni)【JLPT N5 Grammar】,をう、をチェックします,before /  之前
 ～まえに(mae ni)【JLPT N5 Grammar】,プレゼンテーションの、少しをします,before /  之前
 ～まえに(mae ni)【JLPT N5 Grammar】,の、トイレにきます,before /  之前
 ～まえに(mae ni)【JLPT N5 Grammar】,っしの、っしにをしましょう,before /  之前
 ～まえに(mae ni)【JLPT N5 Grammar】,ごの、をいましょう,before /  之前
 ～まえに(mae ni)【JLPT N5 Grammar】,の、よくしいましたか？ ジョギングの、たくさんをみました,before /  之前
 ～ましょう(masho)【JLPT N5 Grammar】,にり,Let’s…
 ～ましょう(masho)【JLPT N5 Grammar】,ごはんをにべ,Let’s…
 ～ましょう(masho)【JLPT N5 Grammar】,、のをしよ,Let’s…
 ～ましょう(masho)【JLPT N5 Grammar】,しいDVDをいましたよ,Let’s…
 ～ましょう(masho)【JLPT N5 Grammar】,に,Let’s…
 ～ましょう(masho)【JLPT N5 Grammar】,はひまですから、にいにきよ,Let’s…
 ～ましょう(masho)【JLPT N5 Grammar】,まででしよ,Let’s…
 ～ましょう(masho)【JLPT N5 Grammar】,もうですね、り,Let’s…
 ～ましょう(masho)【JLPT N5 Grammar】,、がありますか,Let’s…
 ～ましょう(masho)【JLPT N5 Grammar】,にコーヒーをみにき,Let’s…
 ～ましょう(masho)【JLPT N5 Grammar】,にきますから、のバスにり,Let’s…
 ～ましょう(masho)【JLPT N5 Grammar】,このおかしはいですね！つい！がきれいじゃありませんね,Let’s…
 ～ましょう(masho)【JLPT N5 Grammar】,し,Let’s…
 ～ましょう(masho)【JLPT N5 Grammar】,おがすきましたね,Let’s…
 ～ましょう(masho)【JLPT N5 Grammar】,そこので、かべ,Let’s…
 ～ましょう(masho)【JLPT N5 Grammar】,のはいですから、はく,Let’s…
 ～ましょう(masho)【JLPT N5 Grammar】,がいですね,Let’s…
 ～ましょう(masho)【JLPT N5 Grammar】,をつけ,Let’s…
 ～ましょう(masho)【JLPT N5 Grammar】,はからにゲームをしよ,Let’s…
 ～ましょう(masho)【JLPT N5 Grammar】,A「に、にび？」B「いいですね,Let’s…
 ～ましょう(masho)【JLPT N5 Grammar】,び！」A「、にいをしませんか？」B「はい,Let’s…
 ～ましょう(masho)【JLPT N5 Grammar】,し,Let’s…
 ～ましょう(masho)【JLPT N5 Grammar】,」A「は、でい,Let’s…
 ～ましょう(masho)【JLPT N5 Grammar】,」B「はい,Let’s…
 ～ましょう(masho)【JLPT N5 Grammar】,そうし,Let’s…
 ～ませんか(masen ka)【JLPT N5 Grammar】,、にコーヒーをみ,won’t you A (with me); why don’t we A
 ～ませんか(masen ka)【JLPT N5 Grammar】,、をし,won’t you A (with me); why don’t we A
 ～ませんか(masen ka)【JLPT N5 Grammar】,、にをし,won’t you A (with me); why don’t we A
 ～ませんか(masen ka)【JLPT N5 Grammar】,ちょっといですね、をけ,won’t you A (with me); why don’t we A
 ～ませんか(masen ka)【JLPT N5 Grammar】,もうです,won’t you A (with me); why don’t we A
 ～ませんか(masen ka)【JLPT N5 Grammar】,へり,won’t you A (with me); why don’t we A
 ～ませんか(masen ka)【JLPT N5 Grammar】,し、をき,won’t you A (with me); why don’t we A
 ～ませんか(masen ka)【JLPT N5 Grammar】,にスーパーへき,won’t you A (with me); why don’t we A
 ～ませんか(masen ka)【JLPT N5 Grammar】,、でぎ,won’t you A (with me); why don’t we A
 ～ませんか(masen ka)【JLPT N5 Grammar】,うちで、を,won’t you A (with me); why don’t we A
 ～ませんか(masen ka)【JLPT N5 Grammar】,A：、にへき,won’t you A (with me); why don’t we A
 ～ませんか(masen ka)【JLPT N5 Grammar】,B：いいですね,won’t you A (with me); why don’t we A
 ～ませんか(masen ka)【JLPT N5 Grammar】,きましょう,won’t you A (with me); why don’t we A
